Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause,Predicted_Rating
10063,232991,6027,26,4725,75,56,65,67,520,284,100,35,1782,1,1.0,3.0,3.0,2,1,0,8,15.0,2017-01-25,19,0,8,18,22,22,22,26,24,24,24,26,25,25,25,23,24,24,24,23,29,32,32,32,29,29,30,30,30,29,64.0,59.0,53.0,68.0,61.0,65.0,55.0,60.0,67.0,70.0,72.0,70.0,70.0,56.0,67.0,58.0,45.0,77.0,69.0,62.0,57.0,55.0,60.0,59.0,63.0,60.0,67.0,53.0,49.0,12.0,11.0,6.0,14.0,8.0,711,517.77
10064,243231,1827,20,6442,148,45,65,76,233,417,120,61,1775,1,1.0,3.0,3.0,8,1,0,4,45.0,2017-07-01,19,23,9,23,24,24,24,27,25,25,25,27,25,25,25,23,23,23,23,23,31,33,33,33,31,31,32,32,32,31,56.0,63.0,38.0,66.0,69.0,67.0,48.0,49.0,63.0,68.0,75.0,80.0,60.0,64.0,66.0,68.0,55.0,61.0,73.0,59.0,58.0,63.0,59.0,59.0,49.0,64.0,55.0,65.0,63.0,15.0,7.0,12.0,14.0,8.0,5,98.67
10069,212513,2491,22,2356,45,38,65,77,97,422,121,71,1580,1,1.0,3.0,3.0,7,0,0,21,16.0,2018-07-02,19,22,12,21,19,19,19,25,22,22,22,25,23,23,23,21,16,16,16,21,13,12,12,12,13,10,6,6,6,10,62.0,56.0,29.0,59.0,42.0,68.0,59.0,57.0,62.0,60.0,79.0,82.0,71.0,55.0,67.0,68.0,67.0,66.0,68.0,57.0,32.0,17.0,60.0,61.0,59.0,49.0,27.0,18.0,15.0,16.0,7.0,13.0,11.0,10.0,282,214.44
10075,245795,5275,21,7028,104,33,65,74,328,605,114,46,1653,0,1.0,3.0,3.0,2,0,0,13,32.0,2018-08-31,19,22,4,9,20,20,20,27,22,22,22,27,22,22,22,21,14,14,14,21,17,13,13,13,17,15,11,11,11,15,66.0,62.0,41.0,54.0,71.0,72.0,67.0,55.0,48.0,69.0,83.0,82.0,84.0,51.0,91.0,54.0,83.0,57.0,52.0,55.0,32.0,29.0,52.0,53.0,57.0,48.0,28.0,31.0,27.0,9.0,5.0,12.0,8.0,13.0,3,50.04
10077,208676,4976,26,1954,8,70,65,65,633,245,94,35,1762,1,1.0,3.0,3.0,2,1,0,13,7.0,2018-06-01,19,3,8,16,22,22,22,26,24,24,24,26,24,24,24,22,19,19,19,22,24,23,23,23,24,22,20,20,20,22,56.0,64.0,43.0,61.0,61.0,64.0,67.0,51.0,56.0,61.0,84.0,86.0,87.0,52.0,74.0,61.0,70.0,85.0,62.0,64.0,47.0,41.0,61.0,63.0,56.0,61.0,49.0,42.0,36.0,11.0,7.0,14.0,12.0,14.0,626,579.45
10078,231972,4515,28,4540,75,56,65,65,520,284,93,46,1587,1,1.0,3.0,2.0,1,1,0,25,9.0,2017-01-25,19,0,0,20,25,25,25,24,24,24,24,24,22,22,22,20,15,15,15,20,13,13,13,13,13,12,11,11,11,12,53.0,60.0,64.0,60.0,57.0,56.0,39.0,37.0,46.0,66.0,76.0,77.0,69.0,65.0,69.0,68.0,60.0,73.0,62.0,56.0,59.0,18.0,67.0,58.0,69.0,64.0,22.0,20.0,14.0,12.0,12.0,6.0,10.0,7.0,600,550.21
10079,237348,4949,32,5342,131,104,65,65,309,291,69,13,1662,0,1.0,3.0,2.0,8,2,0,2,20.0,2018-09-18,19,20,1,28,15,15,15,20,18,18,18,20,20,20,20,17,22,22,22,17,27,33,33,33,27,27,33,33,33,27,61.0,46.0,55.0,63.0,43.0,59.0,48.0,30.0,69.0,63.0,57.0,53.0,68.0,69.0,71.0,54.0,66.0,59.0,72.0,51.0,73.0,66.0,43.0,68.0,40.0,64.0,58.0,56.0,54.0,12.0,6.0,12.0,11.0,6.0,355,417.33
10081,228645,3928,24,3982,55,76,65,71,242,412,107,57,1621,1,1.0,3.0,2.0,8,1,0,25,27.0,2017-08-02,19,20,10,28,24,24,24,25,24,24,24,25,23,23,23,20,16,16,16,20,16,15,15,15,16,14,13,13,13,14,57.0,61.0,60.0,67.0,66.0,60.0,51.0,42.0,45.0,65.0,69.0,69.0,69.0,64.0,66.0,61.0,75.0,74.0,73.0,55.0,35.0,17.0,65.0,58.0,51.0,60.0,41.0,18.0,20.0,11.0,15.0,14.0,13.0,14.0,2,30.41
10083,243237,4023,19,6444,72,84,65,79,481,576,36,57,1552,0,1.0,3.0,2.0,8,1,0,6,3.0,2017-07-01,19,23,0,18,13,13,13,19,15,15,15,19,14,14,14,16,12,12,12,16,30,26,26,26,30,31,32,32,32,31,69.0,30.0,57.0,56.0,33.0,64.0,39.0,39.0,40.0,60.0,75.0,72.0,54.0,60.0,69.0,36.0,59.0,53.0,50.0,35.0,56.0,60.0,66.0,36.0,49.0,54.0,64.0,66.0,68.0,6.0,9.0,11.0,6.0,5.0,157,170.42
10088,245030,5267,30,6871,109,117,65,65,518,193,92,46,1491,1,1.0,3.0,2.0,8,0,0,25,33.0,2018-07-23,19,22,12,24,24,24,24,19,21,21,21,19,19,19,19,14,13,13,13,14,7,10,10,10,7,7,10,10,10,7,38.0,70.0,71.0,56.0,56.0,54.0,48.0,33.0,41.0,63.0,57.0,54.0,55.0,57.0,49.0,66.0,70.0,61.0,67.0,62.0,38.0,15.0,67.0,58.0,74.0,45.0,20.0,25.0,17.0,5.0,7.0,10.0,14.0,13.0,648,601.4
10094,211240,3137,26,2202,2,147,65,65,433,206,94,24,1648,1,1.0,3.0,3.0,8,1,0,0,20.0,2017-06-27,19,3,7,9,20,20,20,25,24,24,24,25,24,24,24,21,20,20,20,21,20,21,21,21,20,19,17,17,17,19,57.0,60.0,44.0,65.0,52.0,67.0,63.0,50.0,60.0,66.0,72.0,64.0,72.0,60.0,81.0,57.0,56.0,60.0,52.0,51.0,42.0,33.0,65.0,63.0,48.0,61.0,35.0,44.0,45.0,16.0,14.0,13.0,11.0,10.0,153,552.39
10095,227880,1171,27,3886,45,38,65,66,103,442,90,46,1539,0,1.0,3.0,2.0,5,1,0,7,3.0,2018-07-16,19,20,10,29,9,9,9,11,9,9,9,11,10,10,10,8,13,13,13,8,25,29,29,29,25,27,36,36,36,27,56.0,22.0,65.0,54.0,30.0,53.0,42.0,27.0,50.0,53.0,44.0,50.0,57.0,63.0,49.0,56.0,71.0,59.0,75.0,48.0,66.0,63.0,44.0,51.0,36.0,59.0,65.0,65.0,64.0,10.0,14.0,13.0,15.0,9.0,747,695.24
10098,244520,1519,25,6738,72,84,65,67,161,226,100,13,1815,1,1.0,3.0,3.0,2,0,0,19,7.0,2016-08-05,19,3,8,14,25,25,25,25,24,24,24,25,24,24,24,22,23,23,23,22,29,31,31,31,29,29,31,31,31,29,64.0,65.0,70.0,72.0,58.0,64.0,55.0,55.0,64.0,65.0,65.0,67.0,66.0,60.0,77.0,65.0,66.0,76.0,56.0,62.0,62.0,55.0,60.0,54.0,65.0,59.0,55.0,57.0,55.0,11.0,12.0,14.0,10.0,13.0,0,172.06
10101,224297,206,21,3480,8,70,65,75,483,508,107,13,1653,0,1.0,3.0,2.0,8,1,0,6,3.0,2016-01-31,19,3,9,19,14,14,14,21,17,17,17,21,18,18,18,18,17,17,17,18,31,30,30,30,31,32,34,34,34,32,61.0,34.0,53.0,60.0,33.0,59.0,54.0,44.0,50.0,60.0,82.0,80.0,79.0,60.0,69.0,36.0,62.0,73.0,71.0,34.0,61.0,61.0,59.0,54.0,33.0,60.0,63.0,63.0,61.0,10.0,7.0,9.0,7.0,11.0,0,57.85
10102,236585,6886,19,5223,79,59,65,73,568,672,108,13,1682,1,1.0,3.0,2.0,2,0,0,25,28.0,2016-10-01,19,20,8,15,25,25,25,25,25,25,25,25,25,25,25,21,20,20,20,21,18,21,21,21,18,18,19,19,19,18,50.0,65.0,63.0,66.0,63.0,62.0,56.0,37.0,62.0,63.0,72.0,73.0,74.0,61.0,74.0,63.0,58.0,65.0,69.0,52.0,57.0,31.0,65.0,65.0,55.0,64.0,31.0,38.0,36.0,7.0,12.0,11.0,14.0,12.0,0,15.05
10104,244521,2687,24,6739,140,106,65,69,243,461,104,35,1747,0,1.0,3.0,3.0,8,0,0,13,29.0,2018-07-01,19,20,1,19,21,21,21,26,24,24,24,26,24,24,24,22,21,21,21,22,27,27,27,27,27,27,25,25,25,27,63.0,64.0,35.0,63.0,57.0,65.0,64.0,61.0,56.0,61.0,80.0,75.0,67.0,61.0,70.0,64.0,60.0,64.0,56.0,62.0,56.0,57.0,60.0,65.0,60.0,62.0,50.0,55.0,51.0,7.0,10.0,7.0,9.0,12.0,0,97.33
10105,246057,3201,21,7061,42,116,65,74,17,18,0,0,1763,1,1.0,3.0,2.0,8,1,0,8,20.0,,19,3,0,16,20,20,20,22,20,20,20,22,21,21,21,19,22,22,22,19,31,33,33,33,31,32,35,35,35,32,62.0,56.0,62.0,69.0,48.0,58.0,32.0,54.0,67.0,56.0,70.0,71.0,74.0,66.0,72.0,64.0,66.0,69.0,58.0,62.0,67.0,65.0,52.0,55.0,49.0,57.0,64.0,63.0,59.0,7.0,10.0,9.0,14.0,13.0,0,50.65
10108,186922,1349,29,608,40,29,65,65,609,184,83,35,1739,0,1.0,3.0,2.0,2,1,0,6,20.0,2018-07-01,19,20,7,22,17,17,17,21,18,18,18,21,19,19,19,18,19,19,19,18,30,31,31,31,30,32,34,34,34,32,63.0,51.0,61.0,64.0,53.0,56.0,58.0,50.0,56.0,63.0,70.0,69.0,80.0,66.0,74.0,51.0,63.0,66.0,58.0,54.0,56.0,60.0,46.0,52.0,45.0,77.0,63.0,66.0,64.0,16.0,9.0,16.0,13.0,7.0,474,475.18
10114,239403,4180,21,5657,126,103,65,73,172,391,101,24,1559,1,1.0,3.0,3.0,7,1,0,16,15.0,2017-07-01,19,20,1,22,12,12,12,17,14,14,14,17,13,13,13,14,13,13,13,14,30,29,29,29,30,32,36,36,36,32,59.0,33.0,62.0,59.0,36.0,63.0,38.0,37.0,31.0,65.0,63.0,62.0,49.0,65.0,81.0,32.0,58.0,68.0,69.0,28.0,54.0,62.0,51.0,37.0,44.0,50.0,58.0,73.0,69.0,9.0,7.0,13.0,11.0,13.0,1,50.16
10119,243756,2220,26,6546,126,103,65,66,459,550,92,24,1677,1,1.0,3.0,2.0,2,1,0,16,15.0,2018-01-29,19,20,8,17,18,18,18,20,18,18,18,20,18,18,18,18,18,18,18,18,30,32,32,32,30,32,35,35,35,32,55.0,46.0,60.0,63.0,37.0,60.0,62.0,33.0,57.0,64.0,73.0,75.0,61.0,61.0,74.0,57.0,60.0,72.0,65.0,42.0,60.0,59.0,51.0,50.0,41.0,54.0,64.0,66.0,65.0,6.0,11.0,10.0,10.0,7.0,707,689.33
10120,209965,5134,26,2058,132,105,65,66,244,96,100,35,1556,1,1.0,3.0,2.0,7,1,0,12,19.0,2017-08-08,19,3,11,31,24,24,24,19,21,21,21,19,18,18,18,15,12,12,12,15,11,14,14,14,11,11,16,16,16,11,40.0,61.0,67.0,57.0,53.0,58.0,47.0,46.0,41.0,61.0,63.0,67.0,55.0,64.0,52.0,68.0,60.0,63.0,85.0,55.0,71.0,23.0,62.0,50.0,55.0,58.0,28.0,20.0,26.0,11.0,15.0,10.0,16.0,6.0,789,729.99
10125,224046,6351,30,3436,34,1,65,65,381,250,83,13,1431,1,1.0,3.0,2.0,6,1,0,1,24.0,2017-07-01,19,20,9,23,5,5,5,5,3,3,3,5,3,3,3,2,5,5,5,2,22,26,26,26,22,26,35,35,35,26,25.0,27.0,66.0,46.0,32.0,44.0,25.0,27.0,42.0,46.0,68.0,66.0,74.0,58.0,60.0,34.0,72.0,63.0,71.0,20.0,60.0,65.0,29.0,34.0,37.0,47.0,66.0,65.0,67.0,11.0,9.0,6.0,8.0,8.0,502,492.07
10127,240942,2189,21,5950,126,103,65,73,590,560,104,24,1697,1,1.0,3.0,2.0,8,1,0,2,27.0,2016-07-01,19,22,8,11,20,20,20,21,21,21,21,21,22,22,22,18,22,22,22,18,27,33,33,33,27,29,34,34,34,29,45.0,57.0,63.0,70.0,41.0,59.0,50.0,44.0,65.0,64.0,65.0,60.0,63.0,62.0,75.0,56.0,70.0,61.0,61.0,56.0,59.0,65.0,55.0,59.0,48.0,58.0,63.0,62.0,58.0,11.0,7.0,11.0,7.0,5.0,2,9.66
10131,225072,6907,21,3584,45,38,65,72,484,357,100,65,1564,1,1.0,3.0,2.0,8,1,0,16,2.0,,38,17,11,14,11,11,11,15,13,13,13,15,13,13,13,14,15,15,15,14,29,31,31,31,29,31,36,36,36,31,55.0,29.0,66.0,55.0,22.0,56.0,40.0,22.0,52.0,58.0,73.0,67.0,64.0,60.0,56.0,39.0,76.0,73.0,74.0,28.0,60.0,64.0,51.0,50.0,36.0,54.0,64.0,65.0,66.0,9.0,8.0,7.0,10.0,9.0,0,0.0
10133,235568,3920,22,5071,51,62,65,74,15,586,113,24,1701,1,1.0,3.0,3.0,8,0,0,4,15.0,2016-12-14,19,3,1,14,18,18,18,22,21,21,21,22,23,23,23,20,24,24,24,20,30,34,34,34,30,31,35,35,35,31,54.0,41.0,61.0,67.0,42.0,65.0,34.0,29.0,67.0,68.0,61.0,61.0,61.0,59.0,70.0,52.0,82.0,70.0,61.0,54.0,55.0,68.0,68.0,59.0,42.0,66.0,64.0,65.0,63.0,12.0,11.0,9.0,12.0,14.0,6,22.72
10134,213553,4400,23,2462,45,38,65,70,627,365,106,24,1648,1,1.0,3.0,2.0,2,1,0,25,16.0,2018-08-03,19,20,9,21,25,25,25,24,23,23,23,24,21,21,21,19,12,12,12,19,12,12,12,12,12,11,12,12,12,11,42.0,62.0,58.0,52.0,53.0,66.0,57.0,50.0,40.0,62.0,86.0,86.0,75.0,54.0,73.0,70.0,74.0,78.0,77.0,54.0,69.0,15.0,63.0,54.0,60.0,63.0,22.0,24.0,16.0,9.0,6.0,16.0,14.0,11.0,2,46.04
10135,214065,2597,28,2534,28,114,65,65,180,256,93,13,1832,0,1.0,3.0,2.0,2,1,0,11,11.0,2017-06-08,19,24,6,20,21,21,21,26,23,23,23,26,23,23,23,22,21,21,21,22,31,31,31,31,31,31,30,30,30,31,71.0,59.0,47.0,62.0,40.0,59.0,70.0,71.0,59.0,67.0,81.0,83.0,82.0,54.0,75.0,71.0,62.0,76.0,65.0,72.0,64.0,60.0,51.0,60.0,59.0,48.0,55.0,61.0,52.0,9.0,9.0,8.0,10.0,8.0,640,587.8
10136,232753,3693,32,4675,75,56,65,65,643,74,69,24,1624,1,1.0,3.0,2.0,8,1,0,2,8.0,2012-01-01,19,22,8,20,13,13,13,16,15,15,15,16,18,18,18,13,19,19,19,13,26,34,34,34,26,27,34,34,34,27,43.0,42.0,42.0,68.0,44.0,44.0,39.0,35.0,61.0,67.0,58.0,51.0,77.0,58.0,70.0,57.0,59.0,63.0,69.0,49.0,73.0,68.0,53.0,54.0,39.0,72.0,60.0,62.0,64.0,11.0,10.0,12.0,12.0,10.0,355,412.6
10137,243249,2974,18,6447,100,92,65,78,26,489,121,24,1729,1,1.0,3.0,3.0,8,1,0,4,40.0,2017-12-19,19,22,9,21,25,25,25,25,25,25,25,25,25,25,25,21,23,23,23,21,27,30,30,30,27,28,30,30,30,28,54.0,65.0,58.0,63.0,55.0,64.0,54.0,48.0,66.0,68.0,65.0,65.0,68.0,70.0,64.0,62.0,62.0,61.0,59.0,52.0,45.0,57.0,68.0,59.0,55.0,58.0,54.0,62.0,55.0,13.0,6.0,12.0,14.0,6.0,8,144.32
10140,197170,3617,25,1087,45,38,65,68,123,450,101,4,1508,1,1.0,3.0,3.0,2,2,1,11,23.0,2012-01-30,19,3,8,14,17,17,17,26,22,22,22,26,22,22,22,22,15,15,15,22,18,15,15,15,18,15,9,9,9,15,61.0,54.0,29.0,63.0,18.0,71.0,34.0,25.0,52.0,68.0,86.0,78.0,86.0,56.0,87.0,53.0,75.0,67.0,58.0,49.0,33.0,29.0,55.0,48.0,40.0,49.0,25.0,26.0,28.0,7.0,14.0,9.0,14.0,10.0,3,125.27
10142,236850,2185,24,5260,30,115,65,71,436,254,106,13,1695,1,1.0,3.0,3.0,8,1,0,13,19.0,2018-01-22,19,22,0,16,17,17,17,24,21,21,21,24,24,24,24,22,23,23,23,22,32,34,34,34,32,32,34,34,34,32,60.0,32.0,60.0,70.0,34.0,70.0,30.0,30.0,65.0,68.0,73.0,83.0,79.0,67.0,78.0,52.0,62.0,67.0,63.0,38.0,57.0,63.0,51.0,65.0,39.0,56.0,64.0,57.0,60.0,15.0,6.0,15.0,10.0,12.0,0,170.97
10144,225075,3032,23,3585,55,76,65,72,215,116,108,61,1544,1,1.0,3.0,3.0,8,1,0,22,27.0,,81,17,9,27,24,24,24,23,23,23,23,23,21,21,21,17,11,11,11,17,10,10,10,10,10,9,9,9,9,9,52.0,63.0,57.0,57.0,57.0,64.0,58.0,45.0,38.0,65.0,68.0,72.0,72.0,62.0,68.0,71.0,58.0,50.0,69.0,59.0,48.0,15.0,61.0,51.0,60.0,56.0,28.0,14.0,19.0,8.0,8.0,11.0,8.0,8.0,0,0.0
10148,214836,3232,27,2654,28,114,65,65,170,266,94,35,1772,0,1.0,3.0,2.0,0,1,0,11,27.0,,238,2,6,19,19,19,19,26,23,23,23,26,24,24,24,22,22,22,22,22,32,32,32,32,32,33,31,31,31,33,58.0,51.0,34.0,65.0,36.0,58.0,61.0,56.0,63.0,59.0,90.0,86.0,81.0,71.0,82.0,53.0,59.0,64.0,51.0,69.0,60.0,71.0,67.0,52.0,44.0,47.0,57.0,59.0,65.0,10.0,10.0,6.0,10.0,14.0,0,0.0
10149,238900,1764,20,5568,17,132,65,79,237,475,2,57,1535,1,1.0,3.0,2.0,8,1,0,25,14.0,,70,17,9,22,24,24,24,18,20,20,20,18,15,15,15,11,7,7,7,11,10,13,13,13,10,10,18,18,18,10,34.0,68.0,64.0,49.0,55.0,59.0,48.0,30.0,31.0,64.0,66.0,59.0,66.0,57.0,64.0,76.0,72.0,53.0,77.0,64.0,65.0,20.0,56.0,37.0,61.0,60.0,50.0,28.0,23.0,9.0,8.0,9.0,7.0,6.0,0,0.0
10151,189492,6133,27,734,45,38,65,65,444,429,93,4,1733,1,1.0,3.0,2.0,6,0,0,4,13.0,,50,4,7,10,20,20,20,22,21,21,21,22,23,23,23,19,23,23,23,19,28,34,34,34,28,29,33,33,33,29,52.0,55.0,49.0,66.0,57.0,61.0,49.0,36.0,62.0,67.0,63.0,58.0,74.0,60.0,77.0,62.0,53.0,74.0,65.0,63.0,70.0,65.0,57.0,62.0,41.0,57.0,60.0,65.0,53.0,10.0,11.0,11.0,16.0,9.0,0,0.0
10152,221493,6768,25,3121,79,59,65,68,283,181,93,24,1635,1,1.0,3.0,2.0,6,1,0,16,15.0,2014-01-08,19,0,9,21,16,16,16,18,16,16,16,18,16,16,16,15,18,18,18,15,30,32,32,32,30,31,36,36,36,31,60.0,42.0,67.0,62.0,21.0,57.0,26.0,56.0,52.0,59.0,63.0,63.0,57.0,65.0,61.0,59.0,75.0,77.0,75.0,58.0,70.0,71.0,43.0,47.0,32.0,59.0,47.0,65.0,64.0,7.0,10.0,8.0,7.0,9.0,632,512.14
10153,244789,543,23,6814,38,20,65,72,617,107,107,13,1520,0,1.0,3.0,3.0,8,1,0,0,25.0,2017-07-01,19,22,1,21,17,17,17,23,23,23,23,23,25,25,25,19,22,22,22,19,17,22,22,22,17,17,18,18,18,17,41.0,49.0,43.0,71.0,40.0,70.0,48.0,41.0,68.0,63.0,60.0,65.0,51.0,63.0,64.0,49.0,50.0,47.0,54.0,57.0,46.0,24.0,61.0,70.0,41.0,50.0,36.0,48.0,51.0,10.0,9.0,12.0,10.0,8.0,7,34.36
10154,189237,1864,29,716,9,98,65,65,493,319,83,46,1759,0,1.0,3.0,2.0,8,0,0,6,16.0,2013-07-01,19,3,1,20,18,18,18,22,19,19,19,22,20,20,20,19,19,19,19,19,31,32,32,32,31,31,34,34,34,31,62.0,48.0,52.0,63.0,52.0,62.0,59.0,54.0,53.0,61.0,69.0,72.0,71.0,62.0,66.0,59.0,63.0,74.0,67.0,53.0,73.0,62.0,53.0,54.0,45.0,57.0,59.0,65.0,61.0,16.0,12.0,13.0,10.0,14.0,524,527.03
10155,240694,65,19,5907,51,62,65,78,18,376,36,13,1700,1,1.0,3.0,2.0,8,0,0,11,6.0,2017-07-01,19,20,9,20,21,21,21,22,22,22,22,22,23,23,23,20,23,23,23,20,28,33,33,33,28,29,34,34,34,29,45.0,46.0,66.0,67.0,45.0,65.0,36.0,39.0,63.0,67.0,66.0,67.0,59.0,63.0,69.0,56.0,68.0,75.0,71.0,51.0,65.0,56.0,63.0,61.0,45.0,47.0,61.0,60.0,55.0,6.0,12.0,10.0,13.0,9.0,157,137.36
10159,228151,2928,22,3923,114,82,65,75,133,654,114,7,1750,1,1.0,3.0,3.0,0,1,1,2,24.0,,251,17,8,16,17,17,17,24,22,22,22,24,24,24,24,21,24,24,24,21,28,32,32,32,28,29,30,30,30,29,51.0,44.0,50.0,68.0,48.0,67.0,59.0,53.0,64.0,67.0,73.0,67.0,71.0,66.0,78.0,52.0,55.0,75.0,54.0,51.0,76.0,51.0,56.0,66.0,58.0,66.0,55.0,59.0,60.0,9.0,12.0,15.0,11.0,9.0,0,0.0
10160,229175,5008,22,4072,55,76,65,73,197,109,101,24,1672,0,1.0,3.0,3.0,8,1,0,6,27.0,2015-07-01,19,20,8,20,12,12,12,20,16,16,16,20,18,18,18,18,19,19,19,18,30,32,32,32,30,31,34,34,34,31,60.0,30.0,54.0,61.0,28.0,66.0,52.0,47.0,67.0,66.0,73.0,74.0,73.0,55.0,76.0,45.0,90.0,65.0,59.0,46.0,60.0,66.0,48.0,50.0,34.0,55.0,61.0,64.0,65.0,6.0,6.0,9.0,8.0,8.0,0,48.55
10163,244792,5738,29,6816,123,101,65,65,617,107,85,13,1555,1,1.0,3.0,2.0,8,1,0,2,6.0,2018-07-01,19,22,9,23,6,6,6,10,10,10,10,10,13,13,13,8,17,17,17,8,27,33,33,33,27,29,35,35,35,29,38.0,26.0,45.0,61.0,25.0,44.0,49.0,53.0,58.0,54.0,56.0,58.0,59.0,69.0,60.0,49.0,61.0,63.0,68.0,54.0,56.0,67.0,32.0,61.0,38.0,62.0,69.0,69.0,70.0,6.0,10.0,9.0,11.0,7.0,760,610.41
10167,234553,4880,21,4933,19,113,65,76,448,29,113,24,1769,0,1.0,3.0,2.0,8,1,0,2,31.0,2017-07-01,19,22,11,26,21,21,21,22,21,21,21,22,22,22,22,19,22,22,22,19,30,34,34,34,30,31,36,36,36,31,51.0,49.0,60.0,67.0,48.0,69.0,51.0,53.0,64.0,67.0,63.0,70.0,61.0,59.0,55.0,76.0,72.0,70.0,74.0,73.0,64.0,60.0,42.0,55.0,56.0,49.0,57.0,69.0,68.0,14.0,9.0,8.0,6.0,9.0,8,21.24
10173,242490,5997,22,6298,30,115,65,75,318,275,114,13,1649,0,1.0,3.0,3.0,8,1,0,9,19.0,2016-01-01,19,22,6,13,17,17,17,20,20,20,20,20,22,22,22,18,24,24,24,18,28,34,34,34,28,28,32,32,32,28,40.0,51.0,43.0,72.0,34.0,63.0,38.0,38.0,66.0,66.0,64.0,60.0,57.0,62.0,70.0,56.0,58.0,79.0,65.0,54.0,52.0,60.0,52.0,58.0,54.0,63.0,71.0,60.0,54.0,11.0,8.0,14.0,13.0,6.0,2,35.76
10174,204091,5256,27,1605,126,103,65,65,381,250,94,13,1647,1,1.0,3.0,3.0,8,0,0,0,14.0,2017-07-04,19,3,8,11,20,20,20,25,24,24,24,25,25,25,25,21,21,21,21,21,23,25,25,25,23,23,23,23,23,23,46.0,57.0,44.0,63.0,52.0,67.0,53.0,59.0,57.0,71.0,69.0,69.0,71.0,69.0,69.0,45.0,60.0,63.0,52.0,49.0,49.0,39.0,64.0,60.0,48.0,53.0,44.0,55.0,51.0,12.0,14.0,13.0,6.0,7.0,655,610.96
10175,206139,6830,25,1793,23,5,65,70,349,470,97,24,1664,1,1.0,3.0,2.0,8,1,0,7,3.0,2015-07-08,19,20,10,28,16,16,16,15,14,14,14,15,15,15,15,14,17,17,17,14,28,32,32,32,28,29,35,35,35,29,55.0,49.0,68.0,62.0,50.0,57.0,50.0,46.0,55.0,58.0,52.0,51.0,57.0,62.0,55.0,57.0,64.0,83.0,75.0,42.0,68.0,64.0,42.0,50.0,53.0,64.0,60.0,61.0,60.0,7.0,10.0,13.0,15.0,13.0,0,158.52
10176,210747,6262,23,2141,126,103,65,70,459,550,97,24,1642,0,1.0,3.0,2.0,8,0,0,6,17.0,2018-01-16,19,3,0,19,10,10,10,19,14,14,14,19,17,17,17,17,18,18,18,17,31,34,34,34,31,32,37,37,37,32,70.0,25.0,46.0,70.0,25.0,60.0,60.0,44.0,58.0,63.0,68.0,60.0,65.0,58.0,63.0,41.0,71.0,54.0,72.0,23.0,68.0,70.0,58.0,50.0,36.0,55.0,65.0,70.0,65.0,15.0,13.0,16.0,6.0,14.0,780,324.86
10179,181307,5329,31,409,131,104,65,65,309,291,87,13,1722,1,1.0,3.0,2.0,0,1,0,0,23.0,2017-01-09,19,3,11,34,24,24,24,20,22,22,22,20,22,22,22,17,23,23,23,17,25,34,34,34,25,27,36,36,36,27,40.0,58.0,75.0,67.0,45.0,56.0,48.0,42.0,62.0,62.0,48.0,52.0,50.0,66.0,51.0,68.0,66.0,78.0,79.0,60.0,81.0,60.0,69.0,62.0,58.0,64.0,58.0,61.0,53.0,10.0,13.0,7.0,11.0,6.0,531,524.98
10181,204860,3620,26,1677,45,38,65,66,409,436,100,61,1578,1,1.0,3.0,3.0,7,1,0,25,15.0,2018-06-01,19,22,10,24,25,25,25,23,24,24,24,23,23,23,23,18,16,16,16,18,14,15,15,15,14,13,13,13,13,13,38.0,61.0,63.0,57.0,53.0,63.0,37.0,37.0,43.0,66.0,75.0,71.0,74.0,57.0,64.0,68.0,63.0,76.0,75.0,61.0,27.0,43.0,65.0,63.0,63.0,57.0,20.0,20.0,19.0,13.0,8.0,8.0,12.0,15.0,1,238.46
10182,214588,5342,31,2616,28,114,65,65,151,269,71,13,1510,1,1.0,3.0,2.0,2,1,0,16,26.0,2018-01-12,19,0,1,26,8,8,8,12,9,9,9,12,9,9,9,12,13,13,13,12,31,30,30,30,31,31,33,33,33,31,68.0,21.0,57.0,62.0,27.0,55.0,28.0,28.0,52.0,58.0,60.0,60.0,57.0,59.0,53.0,59.0,70.0,82.0,70.0,20.0,48.0,64.0,35.0,37.0,43.0,53.0,60.0,65.0,64.0,8.0,13.0,13.0,8.0,6.0,448,553.2
